蔡英文對阿富汗機場恐攻表態　林濁水質疑：總統準備收容難民了嗎？,2021/08/27,21:17,https://tw.appledaily.com/home//politics/20210827/NQNMGK3GI5A6XPJ43DLIU2CJDE/
獨家｜網拍模大尺度毛片遭盜用　無良出版社敗訴至今分文未賠,2021/08/27,21:00,https://tw.appledaily.com/home//local/20210827/KZKE6MNSOVHN5L7MCAMNGJI2UU/
教小學生弟子規團體　美女醫驚呆：簡直邪惡勢力大集結,2021/08/27,19:42,https://tw.appledaily.com/home//life/20210827/3ULDK5I3ORBU3CZONN4HKLSZUY/
陳時中證實BNT現貨是台積電告知　曝郭董赴歐秘密任務「確保9月貨源不被搶」,2021/08/27,19:06,https://tw.appledaily.com/home//life/20210827/NJNXNSZP7VANPKRURZYUVPXNGU/
154走私貓安樂死！「儘量3隻一籠」對話曝光　寵物業者遭羈押,2021/08/27,18:49,https://tw.appledaily.com/home//local/20210827/FF5WOLLLXZHRNE5SAUSWGCXTQE/
藍營直搗民進黨中央黨部前「開講」　中正一分局明交管疏導車流,2021/08/27,18:48,https://tw.appledaily.com/home//local/20210827/6B7YH5T4QJERTMS4ANWHBZFKLM/
緊急到貨！　我國自購26.5萬劑AZ今中午抵桃機,2021/08/27,17:52,https://tw.appledaily.com/home//local/20210827/HUAD6QAS4NAGRCNDVFS24ZLWBQ/
單飛比較紅！王嘉爾富比士中國名人榜登第10名　組新團洩初心,2021/08/27,17:44,https://tw.appledaily.com/home//entertainment/20210827/IMGP2ZYWYJAXFEFAOFCIK3LVIQ/
陳時中以「訂西裝」比喻「復必泰」　柯P：死800多人才發現冬天沒衣服穿？,2021/08/27,17:08,https://tw.appledaily.com/home//life/20210827/MBGENW2GPBE3PISK3WE3GFTWNQ/
打高端後猝逝怪這些原因　趙少康：那台灣逾半數人口接種可能致死,2021/08/27,16:12,https://tw.appledaily.com/home//politics/20210827/RWQEJDESBJDBLKKXTKRNEFUNKY/
最年輕米其林星級外場｜臉盲歐宛臻記常客靠這一招　加薪? 頤宮這樣說,2021/08/27,15:22,https://tw.appledaily.com/home//supplement/20210827/KR7Q5IBYCRBITJWFKXYH74IESU/
阿富汗喀布爾機場遭炸彈攻擊　蔡英文嚴正譴責恐攻！吳釗燮致電AIT慰問,2021/08/27,14:30,https://tw.appledaily.com/home//politics/20210827/JL7J7KCSNVBKVAMXREPALRBTCU/
反萊豬金剛車成防疫破口　羅智強自首！請把我和蔡英文通通關起來,2021/08/27,14:06,https://tw.appledaily.com/home//local/20210827/EQDGZG6YPRF33LKOBL2H27HFAQ/
羅智強警局自首！爆總統座車才是破口「也把蔡英文關起來」　民進黨怒轟作秀！,2021/08/27,13:53,https://tw.appledaily.com/home//politics/20210827/72IOPU22KRDQZMYJMBINRKLNGU/
賴清德接種高端！開心比讚還笑稱「我早上有吃飯」,2021/08/27,13:03,https://tw.appledaily.com/home//politics/20210827/XMOXB44EZNAGZG4MQUISR4P3JA/
自購26.5萬劑AZ抵台　蔡英文籲朝野放下政治成見「過度算計損人不利己」,2021/08/27,13:02,https://tw.appledaily.com/home//politics/20210827/BZRPDKVOMFGAJJH3DSCWTPK6GA/
這遊戲機吧？GM在IG貼圖說是方向盤　車迷們看了都驚呆,2021/08/27,12:27,https://tw.appledaily.com/home//gadget/20210827/NPCGNRYBWZAWNOUL4NMBA24Y3E/
交通部國旅券要抽籤　旅行公會：非對症下藥如同「拔管」！應直接補助組4萬團,2021/08/27,12:10,https://tw.appledaily.com/home//life/20210827/KVGQVEK7D5ENBBATDL7CA6NGPA/
換閣揆傳聞後首同台！蘇貞昌拍鄭文燦肩膀「這題你回答」,2021/08/27,12:10,https://tw.appledaily.com/home//politics/20210827/FHLLGEOLMZANVC6TY2Q4HQBIXQ/
蔡英文被質疑打假針　「海陸」護理師一句話霸氣回嗆,2021/08/27,11:47,https://tw.appledaily.com/home//politics/20210827/SZP263ML3RG5DIKSTC3MGAZKOU/
蔡英文對阿富汗機場恐攻表態　林濁水質疑：總統準備收容難民了嗎？,2021/08/27,22:53,https://tw.appledaily.com/home//politics/20210827/NQNMGK3GI5A6XPJ43DLIU2CJDE/
獨家｜網拍模大尺度毛片遭盜用　無良出版社敗訴至今分文未賠,2021/08/27,21:00,https://tw.appledaily.com/home//local/20210827/KZKE6MNSOVHN5L7MCAMNGJI2UU/
教小學生弟子規團體　美女醫驚呆：簡直邪惡勢力大集結,2021/08/27,19:42,https://tw.appledaily.com/home//life/20210827/3ULDK5I3ORBU3CZONN4HKLSZUY/
陳時中證實BNT現貨是台積電告知　曝郭董赴歐秘密任務「確保9月貨源不被搶」,2021/08/27,19:06,https://tw.appledaily.com/home//life/20210827/NJNXNSZP7VANPKRURZYUVPXNGU/
154走私貓安樂死！「儘量3隻一籠」對話曝光　寵物業者遭羈押,2021/08/27,18:49,https://tw.appledaily.com/home//local/20210827/FF5WOLLLXZHRNE5SAUSWGCXTQE/
藍營直搗民進黨中央黨部前「開講」　中正一分局明交管疏導車流,2021/08/27,18:48,https://tw.appledaily.com/home//local/20210827/6B7YH5T4QJERTMS4ANWHBZFKLM/
緊急到貨！　我國自購26.5萬劑AZ今中午抵桃機,2021/08/27,17:52,https://tw.appledaily.com/home//local/20210827/HUAD6QAS4NAGRCNDVFS24ZLWBQ/
單飛比較紅！王嘉爾富比士中國名人榜登第10名　組新團洩初心,2021/08/27,17:44,https://tw.appledaily.com/home//entertainment/20210827/IMGP2ZYWYJAXFEFAOFCIK3LVIQ/
陳時中以「訂西裝」比喻「復必泰」　柯P：死800多人才發現冬天沒衣服穿？,2021/08/27,17:08,https://tw.appledaily.com/home//life/20210827/MBGENW2GPBE3PISK3WE3GFTWNQ/
打高端後猝逝怪這些原因　趙少康：那台灣逾半數人口接種可能致死,2021/08/27,16:12,https://tw.appledaily.com/home//politics/20210827/RWQEJDESBJDBLKKXTKRNEFUNKY/
最年輕米其林星級外場｜臉盲歐宛臻記常客靠這一招　加薪? 頤宮這樣說,2021/08/27,15:22,https://tw.appledaily.com/home//supplement/20210827/KR7Q5IBYCRBITJWFKXYH74IESU/
阿富汗喀布爾機場遭炸彈攻擊　蔡英文嚴正譴責恐攻！吳釗燮致電AIT慰問,2021/08/27,14:30,https://tw.appledaily.com/home//politics/20210827/JL7J7KCSNVBKVAMXREPALRBTCU/
反萊豬金剛車成防疫破口　羅智強自首！請把我和蔡英文通通關起來,2021/08/27,14:06,https://tw.appledaily.com/home//local/20210827/EQDGZG6YPRF33LKOBL2H27HFAQ/
羅智強警局自首！爆總統座車才是破口「也把蔡英文關起來」　民進黨怒轟作秀！,2021/08/27,13:53,https://tw.appledaily.com/home//politics/20210827/72IOPU22KRDQZMYJMBINRKLNGU/
賴清德接種高端！開心比讚還笑稱「我早上有吃飯」,2021/08/27,13:03,https://tw.appledaily.com/home//politics/20210827/XMOXB44EZNAGZG4MQUISR4P3JA/
自購26.5萬劑AZ抵台　蔡英文籲朝野放下政治成見「過度算計損人不利己」,2021/08/27,13:02,https://tw.appledaily.com/home//politics/20210827/BZRPDKVOMFGAJJH3DSCWTPK6GA/
這遊戲機吧？GM在IG貼圖說是方向盤　車迷們看了都驚呆,2021/08/27,12:27,https://tw.appledaily.com/home//gadget/20210827/NPCGNRYBWZAWNOUL4NMBA24Y3E/
交通部國旅券要抽籤　旅行公會：非對症下藥如同「拔管」！應直接補助組4萬團,2021/08/27,12:10,https://tw.appledaily.com/home//life/20210827/KVGQVEK7D5ENBBATDL7CA6NGPA/
換閣揆傳聞後首同台！蘇貞昌拍鄭文燦肩膀「這題你回答」,2021/08/27,12:10,https://tw.appledaily.com/home//politics/20210827/FHLLGEOLMZANVC6TY2Q4HQBIXQ/
蔡英文被質疑打假針　「海陸」護理師一句話霸氣回嗆,2021/08/27,11:47,https://tw.appledaily.com/home//politics/20210827/SZP263ML3RG5DIKSTC3MGAZKOU/
賴清德接種高端！開心比讚還笑稱「我早上有吃飯」,2021/08/27,13:03,https://tw.appledaily.com/home//politics/20210827/XMOXB44EZNAGZG4MQUISR4P3JA/
自購26.5萬劑AZ抵台　蔡英文籲朝野放下政治成見「過度算計損人不利己」,2021/08/27,13:02,https://tw.appledaily.com/home//politics/20210827/BZRPDKVOMFGAJJH3DSCWTPK6GA/
這遊戲機吧？GM在IG貼圖說是方向盤　車迷們看了都驚呆,2021/08/27,12:27,https://tw.appledaily.com/home//gadget/20210827/NPCGNRYBWZAWNOUL4NMBA24Y3E/
交通部國旅券要抽籤　旅行公會：非對症下藥如同「拔管」！應直接補助組4萬團,2021/08/27,12:10,https://tw.appledaily.com/home//life/20210827/KVGQVEK7D5ENBBATDL7CA6NGPA/
換閣揆傳聞後首同台！蘇貞昌拍鄭文燦肩膀「這題你回答」,2021/08/27,12:10,https://tw.appledaily.com/home//politics/20210827/FHLLGEOLMZANVC6TY2Q4HQBIXQ/
蔡英文被質疑打假針　「海陸」護理師一句話霸氣回嗆,2021/08/27,11:47,https://tw.appledaily.com/home//politics/20210827/SZP263ML3RG5DIKSTC3MGAZKOU/
1218決戰公投！江啟臣批民進黨用疫苗謀財害命　年底要用選票表達抗議,2021/08/27,11:36,https://tw.appledaily.com/home//politics/20210827/27MGJHOJQJBSVOW4RFM2AUCJ2I/
開庭聽成開X！警察撞見搞笑醉伯　被盧到懷疑人生,2021/08/27,11:22,https://tw.appledaily.com/home//local/20210827/JJGRCMJX7BDCHO6NQ5DFBEY2B4/
「賴清德應該打BNT！」　黃暐瀚曝2理由：基於安全，賴副總統不該急著打高端,2021/08/27,10:59,https://tw.appledaily.com/home//politics/20210827/R5ARSX2ETJCCFPN7ZQHHARNGPY/
從賴清德打疫苗這舉動　醫師沈政男：看好他2024年選總統,2021/08/27,09:32,https://tw.appledaily.com/home//politics/20210827/33223Z25ZVCKZJKZLQHCPAREKA/
「塔綠班宇宙」PTT熱議　鄉民創意爆發：聖地邁家親貞寺,2021/08/27,05:10,https://tw.appledaily.com/home//politics/20210827/L6V6WRA4OBB2TF4BNCFKKKW3DU/
蘋果開箱｜Google Pixel Buds A-Series　3290元就有的優質無線耳機,2021/08/27,00:06,https://tw.appledaily.com/home//gadget/20210827/7ELG3JVIDVFX3HDSM6BKSJ4CFA/
獨家｜吳夢夢揪人夫拍3P片　人妻大怒「技術變那麼差」！提告結果出爐,2021/08/26,20:58,https://tw.appledaily.com/home//local/20210826/F43EELBGO5CL7PHOHMW7U663RY/
林凡21年前金曲新人決戰孫燕姿周杰倫　史上最華麗新人名單讓她被記住,2021/08/26,19:09,https://tw.appledaily.com/home//entertainment/20210826/OXFMNNWV4FC4FHENRWTMAC4D5I/
不准BNT寫復必泰？　羅秉成駁斥：國民黨混淆視聽,2021/08/26,18:58,https://tw.appledaily.com/home//politics/20210826/MOTJRV626REFNCS37YIHIP5EY4/
抓到了！走私害死154貓　主嫌竟是前海巡隊員,2021/08/26,18:49,https://tw.appledaily.com/home//local/20210826/6V32ZHBEHJBRRCVBP6HQBYO774/
不只五倍券、藝fun券！今年還有「好食券」　夜市、攤商也可使用　抽籤加碼享更多優惠,2021/08/26,18:30,https://tw.appledaily.com/home//politics/20210826/MJKX3PRYEBAXJNNCU3WDVKOCS4/
學科英文都很厲害　鄧佳華：不敢相信因術科離開日月光,2021/08/26,18:19,https://tw.appledaily.com/home//local/20210826/R2DAQM6X6RFY7GZHIOOYOSNDBQ/
獨家內幕｜195萬劑BNT是這樣來的！　郭台銘歐洲打疫苗意外搶得先機,2021/08/26,17:54,https://tw.appledaily.com/home//property/20210826/MTZ6S3IXJNESZNPW7PIMB5KDXY/
周玉蔻讚接受「復必泰」高招打藍營　王炳忠：證明蔡英文把疫苗當鬥爭工具,2021/08/26,17:38,https://tw.appledaily.com/home//politics/20210826/5K64W4C2NNHS7HVPBPWHND4KUY/
